head,head_type,tail,tail_type,relation,journal_id,docs
虫类药,方剂,乌梢蛇,中药,由 组成,2024725,虫类药在中医外科治疗中的应用 虫类药特指昆虫类药物，如全蝎、蜈蚣、僵蚕、蝉蜕、乌梢蛇等等，是我国传统医学用药的一个重要组成部分。虫类药的应用历史悠久，历代医家均有提及，到了近年随着药物研究的发展，虫类药也更为广泛的应用于临床治疗中，特别是在中医外科中，对于一些顽固的疾病，虫类药的作用是不可替代的。现列举了中医外科常用有效的虫类药物。
急性湿疹,中医疾病,除湿解毒汤,方剂,由 治疗,2024726,"""除湿解毒汤治疗急性渗出性皮肤病 除湿解毒汤是赵炳南老中医创制的一张很有名的方子,原用于治疗急性女阴溃疡,后临床扩大应用于急性自家过敏性皮炎、急性接触性皮炎、下肢溃疡合并感染等.笔者在临床中发现,本方还可用于治疗急性湿疹、脓疱疮、药物过敏性皮炎、脚癣并感染等急性渗出性皮肤病,且取得满意疗效."""
脓疱疮,中医疾病,除湿解毒汤,方剂,由 治疗,2024726,"""除湿解毒汤治疗急性渗出性皮肤病 除湿解毒汤是赵炳南老中医创制的一张很有名的方子,原用于治疗急性女阴溃疡,后临床扩大应用于急性自家过敏性皮炎、急性接触性皮炎、下肢溃疡合并感染等.笔者在临床中发现,本方还可用于治疗急性湿疹、脓疱疮、药物过敏性皮炎、脚癣并感染等急性渗出性皮肤病,且取得满意疗效."""
药物过敏性皮肤炎,中医疾病,除湿解毒汤,方剂,由 治疗,2024726,"""除湿解毒汤治疗急性渗出性皮肤病 除湿解毒汤是赵炳南老中医创制的一张很有名的方子,原用于治疗急性女阴溃疡,后临床扩大应用于急性自家过敏性皮炎、急性接触性皮炎、下肢溃疡合并感染等.笔者在临床中发现,本方还可用于治疗急性湿疹、脓疱疮、药物过敏性皮炎、脚癣并感染等急性渗出性皮肤病,且取得满意疗效."""
脚癣并感染,中医疾病,除湿解毒汤,方剂,使用方子,2024726,"""除湿解毒汤治疗急性渗出性皮肤病 除湿解毒汤是赵炳南老中医创制的一张很有名的方子,原用于治疗急性女阴溃疡,后临床扩大应用于急性自家过敏性皮炎、急性接触性皮炎、下肢溃疡合并感染等.笔者在临床中发现,本方还可用于治疗急性湿疹、脓疱疮、药物过敏性皮炎、脚癣并感染等急性渗出性皮肤病,且取得满意疗效."""
急性渗出性皮肤病,中医疾病,湿热之邪,中医证候,对应,2024726,"""除湿解毒汤治疗急性渗出性皮肤病 除湿解毒汤是赵炳南老中医创制的一张很有名的方子,原用于治疗急性女阴溃疡,后临床扩大应用于急性自家过敏性皮炎、急性接触性皮炎、下肢溃疡合并感染等.笔者在临床中发现,本方还可用于治疗急性湿疹、脓疱疮、药物过敏性皮炎、脚癣并感染等急性渗出性皮肤病,且取得满意疗效."""
除湿解毒汤,方剂,三七粉,中药,由 组成,2024726,"""除湿解毒汤治疗急性渗出性皮肤病 除湿解毒汤是赵炳南老中医创制的一张很有名的方子,原用于治疗急性女阴溃疡,后临床扩大应用于急性自家过敏性皮炎、急性接触性皮炎、下肢溃疡合并感染等.笔者在临床中发现,本方还可用于治疗急性湿疹、脓疱疮、药物过敏性皮炎、脚癣并感染等急性渗出性皮肤病,且取得满意疗效."""
除湿止痒汤,方剂,湿疹,中医疾病,治疗,2024727,除湿止痒汤治疗湿疹脾虚证疗效观察 目的 观察赵炳南老先生治疗湿疹经典方剂除湿止痒汤治疗湿疹脾虚证的临床疗效。方法 采用随机、单盲、对照的研究方法，将120例患者随机分为治疗组和对照组各60例，治疗组采用口服除湿止痒汤，每日1剂，早晚分服；对照组采用口服西药氯雷他定片10 mg，每日1次；均治疗2周。结果 2组综合疗效比较，治疗组临床痊愈14例，显效8例，有效33例，无效4例，总有效率为37.29％。对照组痊愈5例，显效9例，有效31例，无效12例，总有效率为37.29％。两组比较有显著性差异(P＜0.05)。结论
赵炳南,名医,除湿止痒汤,方剂,使用,2024727,除湿止痒汤治疗湿疹脾虚证疗效观察 目的 观察赵炳南老先生治疗湿疹经典方剂除湿止痒汤治疗湿疹脾虚证的临床疗效。方法 采用随机、单盲、对照的研究方法，将120例患者随机分为治疗组和对照组各60例，治疗组采用口服除湿止痒汤，每日1剂，早晚分服；对照组采用口服西药氯雷他定片10 mg，每日1次；均治疗2周。结果 2组综合疗效比较，治疗组临床痊愈14例，显效8例，有效33例，无效4例，总有效率为37.29％。对照组痊愈5例，显效9例，有效31例，无效12例，总有效率为37.29％。两组比较有显著性差异(P＜0.05)。结论
风湿疡,中医疾病,风与湿热相搏,中医理念,由,2024728,"""从""""风湿疡""""看赵炳南学术思想特色和创新见解 赵炳南提出""""风湿疡""""一词,作为皮肤病的统称,并对""""风湿疡""""三字的含义做过精辟讲解,从中体现出他具有特色的学术思想和创新见解.鉴于这些内容迄今人们还缺乏了解,文章特对此进行介绍和分析、解读,以利于""""风湿疡""""学术思想得以传承和发扬,保持赵炳南学术思想的完整性."""
风湿疡,中医疾病,不洁之风,中医理念,由,2024728,"""从""""风湿疡""""看赵炳南学术思想特色和创新见解 赵炳南提出""""风湿疡""""一词,作为皮肤病的统称,并对""""风湿疡""""三字的含义做过精辟讲解,从中体现出他具有特色的学术思想和创新见解.鉴于这些内容迄今人们还缺乏了解,文章特对此进行介绍和分析、解读,以利于""""风湿疡""""学术思想得以传承和发扬,保持赵炳南学术思想的完整性."""
风湿疡,中医疾病,六淫,中医理念,由,2024728,"""从""""风湿疡""""看赵炳南学术思想特色和创新见解 赵炳南提出""""风湿疡""""一词,作为皮肤病的统称,并对""""风湿疡""""三字的含义做过精辟讲解,从中体现出他具有特色的学术思想和创新见解.鉴于这些内容迄今人们还缺乏了解,文章特对此进行介绍和分析、解读,以利于""""风湿疡""""学术思想得以传承和发扬,保持赵炳南学术思想的完整性."""
风湿疡,中医疾病,湿热蕴藏定位,中医理念,由,2024728,"""从""""风湿疡""""看赵炳南学术思想特色和创新见解 赵炳南提出""""风湿疡""""一词,作为皮肤病的统称,并对""""风湿疡""""三字的含义做过精辟讲解,从中体现出他具有特色的学术思想和创新见解.鉴于这些内容迄今人们还缺乏了解,文章特对此进行介绍和分析、解读,以利于""""风湿疡""""学术思想得以传承和发扬,保持赵炳南学术思想的完整性."""
狐惑病,中医疾病,淤毒互结,病因病机,有病因,2024729,"""从""""淤毒入络""""论白塞氏综合征病机要义 白塞氏综合征(Bechcets Syndrome, 简称BS)是以细小血管炎为病理基础的慢性进行性、复发性、多系统损害疾病,当归属于中医""""狐惑病""""范畴,历代医家多从湿热论治.笔者结合近年实验及临床研究,提出该病病机为""""淤毒互结,久羁入络"""", 主张运用临证""""活血化淤,清热解毒""""法治疗."""
白塞氏综合征,中医疾病,狐惑病,中医疾病,属于,2024729,"""从""""淤毒入络""""论白塞氏综合征病机要义 白塞氏综合征(Bechcets Syndrome, 简称BS)是以细小血管炎为病理基础的慢性进行性、复发性、多系统损害疾病,当归属于中医""""狐惑病""""范畴,历代医家多从湿热论治.笔者结合近年实验及临床研究,提出该病病机为""""淤毒互结,久羁入络"""", 主张运用临证""""活血化淤,清热解毒""""法治疗."""
以湿热论治,治法,白塞氏综合征,中医疾病,治疗,2024729,"""从""""淤毒入络""""论白塞氏综合征病机要义 白塞氏综合征(Bechcets Syndrome, 简称BS)是以细小血管炎为病理基础的慢性进行性、复发性、多系统损害疾病,当归属于中医""""狐惑病""""范畴,历代医家多从湿热论治.笔者结合近年实验及临床研究,提出该病病机为""""淤毒互结,久羁入络"""", 主张运用临证""""活血化淤,清热解毒""""法治疗."""
黄帝内经,中医古籍,人体之美与健康,概念,提到,2024730,"""从《黄帝内经》谈人体之美与健康 人类一切活动的基础是健康,对人体美来讲,也是以健康为基础.1948年世界卫生组织的宪章中对健康定义为:健康是躯体上、心理上和社会上的完满状态,而不仅仅是疾病和衰弱的消失.随着社会的发展,人们逐渐认识到生理-心理-社会状况三者之间相互影响,很多躯体疾病与不良的心理和社会存在有着因果关系,人的心理正常与否、社会存在的完满与否对人的重要性不亚于躯体是否有疾病.以<黄帝内经>的诞生为标志,中医的理论自产生之时就强调""""天人合一""""的整体观,即强调人体自身的统一,人与自然的统一,人与社会的统一.中医理论的健康观与现代医学对健康的认识一致."""
世界卫生组织,组织,1948年宪章,文件,发布,2024730,"""从《黄帝内经》谈人体之美与健康 人类一切活动的基础是健康,对人体美来讲,也是以健康为基础.1948年世界卫生组织的宪章中对健康定义为:健康是躯体上、心理上和社会上的完满状态,而不仅仅是疾病和衰弱的消失.随着社会的发展,人们逐渐认识到生理-心理-社会状况三者之间相互影响,很多躯体疾病与不良的心理和社会存在有着因果关系,人的心理正常与否、社会存在的完满与否对人的重要性不亚于躯体是否有疾病.以<黄帝内经>的诞生为标志,中医的理论自产生之时就强调""""天人合一""""的整体观,即强调人体自身的统一,人与自然的统一,人与社会的统一.中医理论的健康观与现代医学对健康的认识一致."""
健康,概念,躯体、心理和社会的完满状态,定义,定义为,2024730,"""从《黄帝内经》谈人体之美与健康 人类一切活动的基础是健康,对人体美来讲,也是以健康为基础.1948年世界卫生组织的宪章中对健康定义为:健康是躯体上、心理上和社会上的完满状态,而不仅仅是疾病和衰弱的消失.随着社会的发展,人们逐渐认识到生理-心理-社会状况三者之间相互影响,很多躯体疾病与不良的心理和社会存在有着因果关系,人的心理正常与否、社会存在的完满与否对人的重要性不亚于躯体是否有疾病.以<黄帝内经>的诞生为标志,中医的理论自产生之时就强调""""天人合一""""的整体观,即强调人体自身的统一,人与自然的统一,人与社会的统一.中医理论的健康观与现代医学对健康的认识一致."""
生理-心理-社会状况,领域,很多躯体疾病与不良的心理和社会存在有关,观察,相互影响,2024730,"""从《黄帝内经》谈人体之美与健康 人类一切活动的基础是健康,对人体美来讲,也是以健康为基础.1948年世界卫生组织的宪章中对健康定义为:健康是躯体上、心理上和社会上的完满状态,而不仅仅是疾病和衰弱的消失.随着社会的发展,人们逐渐认识到生理-心理-社会状况三者之间相互影响,很多躯体疾病与不良的心理和社会存在有着因果关系,人的心理正常与否、社会存在的完满与否对人的重要性不亚于躯体是否有疾病.以<黄帝内经>的诞生为标志,中医的理论自产生之时就强调""""天人合一""""的整体观,即强调人体自身的统一,人与自然的统一,人与社会的统一.中医理论的健康观与现代医学对健康的认识一致."""
中医理论,学术概念,天人合一的整体观,思想系统,强调,2024730,"""从《黄帝内经》谈人体之美与健康 人类一切活动的基础是健康,对人体美来讲,也是以健康为基础.1948年世界卫生组织的宪章中对健康定义为:健康是躯体上、心理上和社会上的完满状态,而不仅仅是疾病和衰弱的消失.随着社会的发展,人们逐渐认识到生理-心理-社会状况三者之间相互影响,很多躯体疾病与不良的心理和社会存在有着因果关系,人的心理正常与否、社会存在的完满与否对人的重要性不亚于躯体是否有疾病.以<黄帝内经>的诞生为标志,中医的理论自产生之时就强调""""天人合一""""的整体观,即强调人体自身的统一,人与自然的统一,人与社会的统一.中医理论的健康观与现代医学对健康的认识一致."""
风,中医概念,瘙痒性皮肤病,中医疾病,引起,2024732,"""从风论治瘙痒性皮肤病名老中医赵炳南、张志礼验案举隅 风邪或外感或内生,是引起瘙痒性皮肤病的重要因素之一.无论血热受风、汗出当风、风湿内侵、风湿蕴肤、风毒蕴肤还是风毒凝聚,都离不开风邪.对瘙痒性皮肤病,本文根据赵炳南对其治疗原则是疏风止痒、活血软坚、除湿解毒，并应用与病例治疗中，取得良好效果，中医整体观这一指导思想贯穿其治疗过程。"""
